,Name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
19874,"Sunny, Cozy, Private Room In The Heart of Bushwick",86268892375,verified,Dylana,Brooklyn,Bushwick,40.69906,-73.92431,United States,US,True,flexible,Private room,2017.0,$782 ,$156 ,2.0,96.0,6/24/2019
19875,Your joyful and comfy space near 7 train,38536891524,unconfirmed,Sophie,Queens,Elmhurst,40.74612,-73.87364,United States,US,False,strict,Private room,2010.0,$648 ,$130 ,1.0,91.0,6/30/2019
19876,Live like a NY'er! Lovely apartment in Manhattan,34434020311,unconfirmed,Charles,Manhattan,Harlem,40.80703,-73.95354,United States,US,False,moderate,Entire home/apt,2006.0,$930 ,$186 ,4.0,32.0,6/26/2019
19877,Cozy private room in a new building in Bushwick,83738110502,verified,Kevin,Brooklyn,Bushwick,40.69283,-73.92702,United States,US,False,flexible,Private room,2020.0,"$1,186 ",$237 ,15.0,3.0,9/26/2018
19878,new Private room Near Tompkins square park,65831099746,unconfirmed,Alex,Manhattan,East Village,40.72468,-73.9783,United States,US,False,moderate,Private room,2009.0,$462 ,$92 ,3.0,48.0,6/24/2019
19879,"East Village/Gramercy Park, 1 Bedroom",47162525237,verified,Nidhi,Manhattan,Gramercy,40.73338,-73.98535,United States,US,False,strict,Private room,2006.0,$286 ,$57 ,1.0,8.0,4/28/2018
19880,Great apt in amazing East Village!,70560630458,unconfirmed,Jay,Manhattan,East Village,40.72692,-73.98781,United States,US,False,flexible,Private room,2012.0,$815 ,$163 ,3.0,8.0,11/2/2018
19881,Large Sunny Room in a Harlem Brownstone,1982184155,verified,Wendy,Manhattan,Harlem,40.82305,-73.95033,United States,US,False,strict,Private room,2021.0,"$1,122 ",$224 ,1.0,23.0,6/16/2019
19882,Beautiful 1- bdrm apt in tranquil Inwood building,33430599607,unconfirmed,Sarah,Manhattan,Inwood,40.87136,-73.91723,United States,US,True,moderate,Entire home/apt,2021.0,"$1,091 ",$218 ,2.0,26.0,6/17/2018
19883,Vacation Music Studio + 1Bedroom in Bedstuy!,11622675550,unconfirmed,Matt,Brooklyn,Bedford-Stuyvesant,40.69543,-73.94448,United States,US,False,moderate,Private room,2017.0,$308 ,$62 ,2.0,0.0,
19884,"Private room to rent - Hip Williamsburg, Brooklyn",68697455321,verified,Kerry,Brooklyn,Williamsburg,40.70884,-73.94354,United States,US,False,flexible,Private room,2008.0,"$1,194 ",$239 ,2.0,77.0,6/22/2019
19885,1BR Apartment in Historic Park Slope Brownstone,1806031498,verified,Regina,Brooklyn,Park Slope,40.67574,-73.97773,United States,US,False,flexible,Entire home/apt,2009.0,$605 ,$121 ,5.0,48.0,5/21/2019
19886,Big and Relaxing studio ; great location.,65397530699,verified,Hector,Manhattan,Chelsea,40.74022,-74.00094,United States,US,True,moderate,Entire home/apt,2003.0,$206 ,$41 ,2.0,146.0,7/1/2019
19887,Grace,27876848344,verified,Rachel,Queens,South Ozone Park,40.66675,-73.81071,United States,US,False,strict,Private room,2003.0,"$1,079 ",$216 ,10.0,7.0,4/13/2019
19888,"Bright, All New Semi Basement Apartment",1950543681,verified,Asaf,Queens,Kew Gardens Hills,40.72136,-73.81717,United States,US,False,moderate,Entire home/apt,2006.0,$794 ,$159 ,4.0,12.0,6/22/2019
19889,"Sunny, Contemporary 1 Bedroom Apt W/ Large Patio",56153529003,verified,David,Queens,Kew Gardens Hills,40.72077,-73.81485,United States,US,False,flexible,Entire home/apt,2006.0,$303 ,$61 ,4.0,21.0,5/31/2019
19890,"Sunny, Quiet Urban Oasis w/ Elevator! Near Subway!",29394178588,verified,Mike,Manhattan,Upper East Side,40.77221,-73.94819,United States,US,True,strict,Entire home/apt,2010.0,"$1,080 ",$216 ,2.0,19.0,5/21/2019
19891,Cute room in Williamsburg BK,15049516619,verified,Marc,Brooklyn,Williamsburg,40.71329,-73.96322,United States,US,True,flexible,Private room,2021.0,$608 ,$122 ,5.0,72.0,7/6/2019
19892,"Free parking, quiet, 5 stops on N/W  to Manhattan",46640987284,verified,Dominique,Queens,Astoria,40.77145,-73.93008,United States,US,False,flexible,Entire home/apt,2008.0,$483 ,$97 ,4.0,78.0,7/7/2019
19893,"JFK 10 & LGA 15 minutes, One Bed Room",14889390481,unconfirmed,Dr. Shirin,Queens,Briarwood,40.70857,-73.8075,United States,US,False,flexible,Private room,2011.0,$550 ,$110 ,1.0,77.0,7/6/2019
19894,Cozy studio basement in heart of Brooklyn,21893532313,unconfirmed,Gaddi,Brooklyn,Flatlands,40.62846,-73.93355,United States,US,True,moderate,Private room,2011.0,$489 ,$98 ,2.0,0.0,
19895,(2)Comfy Home Away From Home/Multiple Rooms!!!,97325178595,verified,Pamela,Brooklyn,Bedford-Stuyvesant,40.68969,-73.95402,United States,US,True,moderate,Private room,2014.0,$247 ,$49 ,1.0,45.0,6/23/2019
19896,Perfect Location! Spacious Upper West Side Flat,88881055348,unconfirmed,Ali Nicole,Manhattan,Upper West Side,40.7768,-73.98217,United States,US,True,moderate,Entire home/apt,2022.0,$598 ,$120 ,2.0,65.0,6/10/2019
19897,(3)Comfy Home Away From Home/Multiple Rooms,60728343081,verified,Pamela,Brooklyn,Bedford-Stuyvesant,40.68875,-73.95401,United States,US,False,moderate,Private room,2012.0,$773 ,$155 ,1.0,41.0,5/24/2019
19898,Holiday Sublet in Eco-Friendly Artist House,38074098506,unconfirmed,Miriam,Brooklyn,Flatbush,40.63992,-73.96074,United States,US,False,strict,Private room,2020.0,$138 ,$28 ,7.0,0.0,
19899,"4 bdrm/2 bath apt. Central Pk, Columbia U.",71845582785,unconfirmed,Amy,Manhattan,Upper West Side,40.79835,-73.9616,United States,US,True,moderate,Entire home/apt,2004.0,$564 ,$113 ,30.0,1.0,5/8/2019
19900,"Quiet, Private  3.5 rooms, Manhattan convenient",17708072812,unconfirmed,Jon,Staten Island,Oakwood,40.56233,-74.12673,United States,US,True,moderate,Entire home/apt,2018.0,$628 ,$126 ,2.0,2.0,1/30/2017
19901,Elegant Entire apartment prospect lefferts garden,13736785702,unconfirmed,Cg,Brooklyn,Prospect-Lefferts Gardens,40.66146,-73.95478,United States,US,False,strict,Entire home/apt,2021.0,$734 ,$147 ,3.0,88.0,7/2/2019
19902,"Privacy, comfort, style in the heart of Park Slope",83577553259,unconfirmed,Helen And Alfred,Brooklyn,Park Slope,40.67192,-73.97733,United States,US,False,flexible,Entire home/apt,2010.0,$657 ,$131 ,3.0,104.0,6/25/2019
19903,Cozy Studio in West Village,66390342945,unconfirmed,Melanie,Manhattan,West Village,40.73316,-74.00476,United States,US,True,flexible,Entire home/apt,2014.0,$685 ,$137 ,1.0,42.0,6/23/2019
19904,Spacious Bushwick Loft,50230698034,verified,Rachel,Brooklyn,Bushwick,40.69505,-73.90729,United States,US,False,flexible,Private room,2022.0,"$1,063 ",$213 ,4.0,4.0,6/14/2018
19905,Clean and Comfortable Studio,92584689262,unconfirmed,Tiffanie,Manhattan,Kips Bay,40.74114,-73.97657,United States,US,True,flexible,Entire home/apt,2011.0,$672 ,$134 ,2.0,22.0,5/26/2019
19906,Beautiful 3000 SF Triplex house in Clinton Hill,56313162144,verified,Ami,Brooklyn,Clinton Hill,40.68764,-73.96782,United States,US,True,flexible,Entire home/apt,2006.0,"$1,035 ",$207 ,4.0,19.0,5/20/2019
19907,Brooklyn Heights for Christmas,82010286260,verified,Catherine,Brooklyn,Brooklyn Heights,40.69798,-73.99344,United States,US,True,flexible,Entire home/apt,2021.0,$927 ,$185 ,7.0,0.0,
19908,Comfy room in Williamsburg - Luxury Building,66430040727,verified,William,Brooklyn,Williamsburg,40.71612,-73.95085,United States,US,True,strict,Private room,2005.0,$437 ,$87 ,5.0,11.0,9/13/2017
19909,"Space, comfort, views!",42105821648,unconfirmed,Eugene,Manhattan,Upper West Side,40.79402,-73.96398,United States,US,True,strict,Entire home/apt,2016.0,$259 ,$52 ,4.0,3.0,1/1/2018
19910,2 Bedroom East Village NYC Apartment,47669060830,unconfirmed,Alison,Manhattan,East Village,40.72739,-73.98274,United States,US,True,moderate,Entire home/apt,2006.0,$974 ,$195 ,2.0,0.0,
19911,Only 15 minutes from Manhattan,65463016179,unconfirmed,Yukiko,Queens,Woodside,40.74381,-73.89726,United States,US,True,strict,Private room,2014.0,"$1,172 ",$234 ,2.0,36.0,6/26/2019
19912,Cozy room with balcony in 15mins Manhattan,82682096712,unconfirmed,Kaka,Queens,Sunnyside,40.74674,-73.92194,United States,US,False,flexible,Private room,2008.0,$431 ,$86 ,1.0,122.0,6/24/2019
19913,"Clean, Cozy Private Room in Classy Bushwick Apt",97375951136,unconfirmed,Jiyae,Brooklyn,Bushwick,40.69838,-73.91965,United States,US,True,strict,Shared room,2012.0,$348 ,$70 ,1.0,0.0,
19914,Cozy private room in nice neighborhood Brooklyn,13869599113,verified,Lucy,Brooklyn,Gravesend,40.59744,-73.96964,United States,US,True,moderate,Private room,2011.0,$564 ,$113 ,2.0,7.0,1/4/2019
19915,"Gorgeous, cozy, clean - 25mins to Times Square.",5852753791,unconfirmed,Tn,Queens,Astoria,40.75669,-73.91974,United States,US,False,moderate,Entire home/apt,2005.0,$286 ,$57 ,2.0,21.0,9/13/2018
19916,"Affordable 1 bedroom apt, in great neighborhood",64252165571,unconfirmed,Nayamkah,Brooklyn,Bedford-Stuyvesant,40.68411,-73.94494,United States,US,False,strict,Entire home/apt,2013.0,$344 ,$69 ,2.0,5.0,5/24/2017
19917,Spacious Brooklyn Apt (2 Stops to NYC),1227809069,unconfirmed,Jamin,Brooklyn,Sunset Park,40.65766,-73.99919,United States,US,False,moderate,Entire home/apt,2022.0,$814 ,$163 ,3.0,73.0,7/1/2019
19918,Cozy home away from home,60766869500,unconfirmed,Roger,Queens,Elmhurst,40.72381,-73.88688,United States,US,False,moderate,Private room,2005.0,$905 ,$181 ,3.0,8.0,6/26/2019
19919,"Sunny 3 Bdrms / 2 Bth in Brooklyn, Sleeps up to 8!",43299338173,unconfirmed,Ayo,Brooklyn,Bedford-Stuyvesant,40.68536,-73.94358,United States,US,False,flexible,Entire home/apt,2010.0,$990 ,$198 ,2.0,75.0,6/13/2019
19920,Bedroom (#2) in beautiful apt near Central Park,83643334694,unconfirmed,Vicky,Manhattan,Harlem,40.80251,-73.95765,United States,US,True,flexible,Private room,2010.0,$647 ,$129 ,2.0,0.0,
19921,Charming studio located in Kips Bay!,13735533503,unconfirmed,Chaehyun,Manhattan,Kips Bay,40.74182,-73.97898,United States,US,True,flexible,Entire home/apt,2022.0,$712 ,$142 ,3.0,9.0,5/1/2017
19922,Nice one Bedroom in Williamsburg,4680455944,unconfirmed,Jehanne,Brooklyn,Williamsburg,40.70856,-73.95469,United States,US,False,flexible,Entire home/apt,2010.0,$77 ,$15 ,4.0,2.0,1/4/2017
19923,Evergreen Upper Bed for Female Traveler 紐約民宿,54827272256,verified,Tong,Brooklyn,Cypress Hills,40.68313,-73.87077,United States,US,False,strict,Shared room,2004.0,$808 ,$162 ,2.0,76.0,6/20/2019
19924,Bright apartment in West SoHo with Roof Access,53587208255,verified,Adriana,Manhattan,SoHo,40.72705,-74.00419,United States,US,False,flexible,Entire home/apt,2003.0,$417 ,$83 ,2.0,14.0,5/19/2019
19925,Spacious 1+ bedroom apt in NYC,21178644537,verified,Gee,Manhattan,East Harlem,40.79335,-73.94527,United States,US,True,strict,Entire home/apt,2015.0,$547 ,$109 ,1.0,45.0,7/2/2017
19926,Wyndham Midtown 45 King Suite Times Square NYC,2543201622,unconfirmed,Christine,Manhattan,Midtown,40.75361,-73.97215,United States,US,True,strict,Entire home/apt,2012.0,"$1,035 ",$207 ,3.0,0.0,
19927,Lovely & welcoming apartment in Bed-Stuy,23522545182,unconfirmed,Kyle,Brooklyn,Bedford-Stuyvesant,40.68318,-73.93497,United States,US,True,moderate,Entire home/apt,2014.0,$462 ,$92 ,4.0,78.0,6/24/2019
19928,Comfy spacious Astoria aptmt 15m from Manhattan,76829068767,verified,Jwanah,Queens,Astoria,40.76248,-73.92422,United States,US,False,strict,Private room,2018.0,$666 ,$133 ,3.0,0.0,
19929,Big Bright Alcove Studio in Upper East Side,53629993741,unconfirmed,Jaimie,Manhattan,Upper East Side,40.76323,-73.95916,United States,US,False,strict,Entire home/apt,2011.0,"$1,033 ",$207 ,4.0,2.0,10/18/2018
19930,Spacious and clean 1 bedroom - Brooklyn,57860377132,unconfirmed,Tessa,Brooklyn,Bushwick,40.70604,-73.92232,United States,US,True,moderate,Entire home/apt,2004.0,$287 ,$57 ,3.0,3.0,4/26/2017
19931,One Bedroom in Prospect Heights with a Cat!,90222820306,unconfirmed,Rebecca,Brooklyn,Crown Heights,40.67559,-73.96066,United States,US,True,flexible,Entire home/apt,2005.0,$879 ,$176 ,3.0,1.0,11/16/2016
19932,"Luxury 1BR in Times Square ""Urban Oasis""",13660000354,verified,Rex,Manhattan,Theater District,40.7612,-73.98631,United States,US,False,moderate,Entire home/apt,2011.0,$383 ,$77 ,4.0,12.0,5/2/2019
19933,"2 beds in single nice room, JFK&LGA 15 minutes.",57206161736,unconfirmed,Dr. Shirin,Queens,Briarwood,40.70839,-73.80623,United States,US,True,flexible,Private room,2005.0,$745 ,$149 ,1.0,47.0,5/12/2019
19934,Private room for 2 Guests • Female Only • 紐約民宿,54684802203,verified,Tong,Brooklyn,Cypress Hills,40.68398,-73.87039,United States,US,False,strict,Private room,2004.0,$145 ,$29 ,4.0,2.0,6/19/2017
19935,Cozy room 5 mn walk to central park,47343789651,verified,El Haj,Manhattan,Harlem,40.8036,-73.94603,United States,US,False,flexible,Private room,2004.0,$198 ,$40 ,2.0,3.0,6/24/2019
19936,Private Room with Private Bathroom in Harlem,60868728303,unconfirmed,Siobhan,Manhattan,East Harlem,40.80604,-73.94233,United States,US,True,strict,Private room,2018.0,$596 ,$119 ,3.0,97.0,6/24/2019
19937,Bedroom with Private Living Room near Central Park,67399929698,unconfirmed,Kylia,Manhattan,Upper East Side,40.77968,-73.95307,United States,US,True,flexible,Private room,2011.0,$271 ,$54 ,1.0,11.0,6/7/2019
19938,Cozy Private Bedroom in the Lower East Side,81969465379,verified,Carolina,Manhattan,Lower East Side,40.71953,-73.98364,United States,US,False,moderate,Private room,2009.0,$962 ,$192 ,8.0,0.0,
19939,100$,334356607,verified,Bianca,Queens,Astoria,40.76938,-73.93227,United States,US,False,strict,Private room,2004.0,"$1,147 ",$229 ,5.0,1.0,1/7/2018
19940,Gorgeous sun drenched 2BR in Jackson Heights,10924925508,unconfirmed,Abeer,Queens,Jackson Heights,40.75109,-73.88049,United States,US,False,strict,Entire home/apt,2022.0,$461 ,$92 ,4.0,4.0,11/11/2018
19941,"Colorful, Sun-filled ""Gypsy Cave"" Bedroom in 3BR",44376351762,verified,Kristin,Manhattan,Gramercy,40.73266,-73.98412,United States,US,True,moderate,Private room,2022.0,$582 ,$116 ,2.0,18.0,5/17/2019
19942,NYC/ ✰ Prime Williamsburg ✰  w/ Private Patio,16036937920,verified,Max,Brooklyn,Williamsburg,40.71169,-73.95827,United States,US,True,moderate,Private room,2006.0,$957 ,$191 ,1.0,13.0,6/12/2019
19943,Large private bedroom+bathroom Central Park North,56457560905,verified,Jochen,Manhattan,Harlem,40.80031,-73.95514,United States,US,False,strict,Private room,2017.0,$374 ,$75 ,1.0,2.0,12/30/2018
19944,High-ceilinged room in artist loft space -Bushwick,71056719426,verified,Freddi,Brooklyn,Bushwick,40.699,-73.92849,United States,US,False,flexible,Private room,2018.0,"$1,152 ",$230 ,7.0,26.0,6/19/2019
19945,Bedroom w/ living room in heart of Crown Heights,72205531295,verified,Madeline,Brooklyn,Crown Heights,40.67302,-73.94815,United States,US,True,moderate,Private room,2021.0,$881 ,$176 ,3.0,10.0,5/26/2019
19946,Charming midtown 2 br apartment,68645578428,unconfirmed,Shani,Manhattan,Upper East Side,40.76301,-73.95994,United States,US,False,strict,Entire home/apt,2007.0,$759 ,$152 ,1.0,5.0,12/29/2018
19947,"Huge Yellow Room- AC, 20 Min to Manhattan",95238870432,verified,Cristina And Sasha,Brooklyn,Bushwick,40.69891,-73.93072,United States,US,False,strict,Private room,2018.0,$237 ,$47 ,1.0,158.0,6/25/2019
19948,Cosy apartment in Bushwick,3952245383,unconfirmed,Wendy,Brooklyn,Bedford-Stuyvesant,40.69326,-73.93265,United States,US,True,flexible,Private room,2013.0,$512 ,$102 ,3.0,0.0,
19949,Brownstone garden floor apt w/ patio mins to NYC,13634802917,unconfirmed,Nicole & Omari,Brooklyn,Bedford-Stuyvesant,40.68638,-73.92856,United States,US,False,strict,Entire home/apt,2008.0,$450 ,$90 ,2.0,122.0,6/30/2019
19950,Spacious Apartment in Park Slope Brownstone,43147584859,unconfirmed,David,Brooklyn,Park Slope,40.67595,-73.97635,United States,US,True,strict,Entire home/apt,2003.0,$539 ,$108 ,11.0,8.0,4/27/2019
19951,Wonderful Private Room with Spacious Outdoor Patio,28239261290,verified,Ashley,Brooklyn,Williamsburg,40.71644,-73.9433,United States,US,True,flexible,Private room,2019.0,$954 ,$191 ,2.0,5.0,10/22/2017
19952,"Clean, private room in Hamilton Heights",74010173780,unconfirmed,Kara,Manhattan,Harlem,40.82434,-73.94979,United States,US,False,strict,Private room,2020.0,$533 ,$107 ,7.0,3.0,1/2/2019
19953,★City That Never Sleeps★ Hotel Room @ Midtown 45 ★,89741527233,verified,ResortShare5,Manhattan,Midtown,40.7523,-73.97288,United States,US,False,strict,Private room,2010.0,$649 ,$130 ,2.0,23.0,4/23/2019
19954,Single room #2 (4f),9265647698,unconfirmed,Luca And Kameko,Manhattan,Harlem,40.80778,-73.94345,United States,US,True,flexible,Private room,2021.0,$807 ,$161 ,30.0,6.0,6/23/2019
19955,Sun filled 1 bedroom in the heart of Crown Heights,598865899,verified,Linda,Brooklyn,Crown Heights,40.67896,-73.95748,United States,US,False,moderate,Entire home/apt,2014.0,"$1,199 ",$240 ,4.0,3.0,5/3/2018
19956,Peaceful Room in Sunny Bohemian Apartment,41485340625,verified,Kim,Brooklyn,Bedford-Stuyvesant,40.69637,-73.93995,United States,US,False,moderate,Private room,2003.0,"$1,079 ",$216 ,14.0,38.0,6/24/2019
19957,Complitely Renovated in the heart of LES #14,4553343513,unconfirmed,Ira,Manhattan,Lower East Side,40.72068,-73.99291,United States,US,False,flexible,Entire home/apt,2017.0,$914 ,$183 ,30.0,3.0,5/31/2019
19958,Single room 2 (4R),46941421265,verified,Luca And Kameko,Manhattan,Harlem,40.80762,-73.94446,United States,US,True,strict,Private room,2009.0,$501 ,$100 ,30.0,5.0,11/18/2018
19959,Great Location by Subway!,21335439434,verified,Nilu,Brooklyn,Clinton Hill,40.68252,-73.96436,United States,US,False,flexible,Entire home/apt,2003.0,$443 ,$89 ,1.0,39.0,6/30/2019
19960,Single room #1 (4f),83312442053,unconfirmed,Luca And Kameko,Manhattan,Harlem,40.80572,-73.94349,United States,US,False,strict,Private room,2019.0,$501 ,$100 ,30.0,7.0,5/4/2019
19961,Quiet Furnished Room in Greenpoint/Williamsburg,87789699779,unconfirmed,Jane,Brooklyn,Greenpoint,40.72482,-73.9525,United States,US,True,flexible,Private room,2010.0,$82 ,$16 ,3.0,4.0,1/1/2018
19962,A Discounted room in heart of New York !,42828050550,unconfirmed,Umut&Deniz,Manhattan,Lower East Side,40.71867,-73.98959,United States,US,False,moderate,Private room,2012.0,"$1,091 ",$218 ,2.0,46.0,6/16/2019
19963,"Cozy Studio by public garden, Washington Heights!",25446760328,verified,Brittany & Matt,Manhattan,Washington Heights,40.8359,-73.93842,United States,US,False,moderate,Entire home/apt,2006.0,$458 ,$92 ,8.0,4.0,7/9/2018
19964,Harlem Humble Abode - 1 bedroom - Cute and Quaint,26010156972,unconfirmed,S,Manhattan,Washington Heights,40.83071,-73.94093,United States,US,False,strict,Entire home/apt,2019.0,$409 ,$82 ,5.0,0.0,
19965,"A Private Room in Manhattan, NYC !!!",71980460467,unconfirmed,Umut&Deniz,Manhattan,Lower East Side,40.71858,-73.98968,United States,US,False,strict,Private room,2010.0,"$1,137 ",$227 ,2.0,7.0,6/30/2018
19966,Chambre disponible Harlem 1 semaine,22578215636,unconfirmed,Massimo,Manhattan,Harlem,40.81668,-73.94511,United States,US,True,strict,Private room,2020.0,$678 ,$136 ,1.0,4.0,11/26/2016
19967,"Cozy for female, 10 min away from Manhattan",14165523837,verified,Sara,Queens,Long Island City,40.75748,-73.93119,United States,US,False,strict,Private room,2009.0,"$1,011 ",$202 ,1.0,0.0,
19968,near Williamsburg/Manhattan/ Greenpoint - 1 b/1b,56967263110,verified,Gino,Brooklyn,Greenpoint,40.72388,-73.9404,United States,US,False,moderate,Entire home/apt,2008.0,$688 ,$138 ,3.0,0.0,
19969,"Sunny Room- just south of Park, Brooklyn",74908911146,unconfirmed,Ariana,Brooklyn,Flatbush,40.64693,-73.95944,United States,US,True,moderate,Private room,2015.0,"$1,159 ",$232 ,14.0,1.0,2/21/2017
19970,Cozy apartment in Upper East!,89577115199,verified,Sebastien,Manhattan,Upper East Side,40.78122,-73.94989,United States,US,False,flexible,Entire home/apt,2010.0,$703 ,$141 ,2.0,1.0,11/18/2016
19971,"Bright guest room Staten Island, New York",70343806588,unconfirmed,Marina,Staten Island,Stapleton,40.62903,-74.08206,United States,US,True,moderate,Private room,2009.0,$613 ,$123 ,1.0,17.0,9/5/2017
19972,QUEEN BEDROOM in sunny CENTRAL PARK apartment,90674039037,verified,Dali,Manhattan,Harlem,40.79935,-73.95399,United States,US,True,flexible,Private room,2003.0,"$1,079 ",$216 ,1.0,2.0,12/10/2016
